"","Herbatio","Micro-habitat","Genus","species","notes","Habitat_groups"
"260","ULTUNENSIS","5 Silva Regia","Pteris","aquilina",NA,"Silva"
"261","ULTUNENSIS","5 Silva Regia","Polypodium","Dryopteris",NA,"Silva"
"262","ULTUNENSIS","5 Silva Regia","Lycopodium","annotinum",NA,"Silva"
"263","ULTUNENSIS","5 Silva Regia","Bryum","heteromallum",NA,"Silva"
"264","ULTUNENSIS","5 Silva Regia","Bryum","undulatum",NA,"Silva"
"265","ULTUNENSIS","5 Silva Regia","Bryum","pomiforme",NA,"Silva"
"266","ULTUNENSIS","5 Silva Regia","Bryum","truncatulum",NA,"Silva"
"267","ULTUNENSIS","5 Silva Regia","Bryum","flexuosum",NA,"Silva"
"268","ULTUNENSIS","5 Silva Regia","Bryum","scoparium",NA,"Silva"
"269","ULTUNENSIS","5 Silva Regia","Hypnum","velutinum",NA,"Silva"
"270","ULTUNENSIS","5 Silva Regia","Hypnum","cupressiforme",NA,"Silva"
"271","ULTUNENSIS","5 Silva Regia","Hypnum","taxifolium",NA,"Silva"
"272","ULTUNENSIS","5 Silva Regia","Hypnum","triquetrum",NA,"Silva"
"273","ULTUNENSIS","5 Silva Regia","Hypnum","Bryoides",NA,"Silva"
"274","ULTUNENSIS","5 Silva Regia","Hypnum","purum",NA,"Silva"
"275","ULTUNENSIS","5 Silva Regia","Hypnum","Crista castrenfis",NA,"Silva"
"276","ULTUNENSIS","5 Silva Regia","Hypnum","proliferum",NA,"Silva"
"277","ULTUNENSIS","5 Silva Regia","Hypnum","parietinum",NA,"Silva"
"278","ULTUNENSIS","5 Silva Regia","Hypnum","abietinum",NA,"Silva"
"279","ULTUNENSIS","5 Silva Regia","Hypnum","curtipendulum",NA,"Silva"
"280","ULTUNENSIS","5 Silva Regia","Lichen","caninus",NA,"Silva"
"281","ULTUNENSIS","5 Silva Regia","Lichen","venosus",NA,"Silva"
"282","ULTUNENSIS","5 Silva Regia","Lichen","hirtus",NA,"Silva"
"283","ULTUNENSIS","5 Silva Regia","Lichen","juniperinus",NA,"Silva"
"284","ULTUNENSIS","5 Silva Regia","Lichen","plicatus",NA,"Silva"
"285","ULTUNENSIS","5 Silva Regia","Jungermannia","ciliaris",NA,"Silva"
"286","ULTUNENSIS","6 Fons Sandwiksensis","Hippuris","vulgaris",NA,"Fluvius"
"287","ULTUNENSIS","6 Fons Sandwiksensis","Veronica","Beccabunga",NA,"Fluvius"
"288","ULTUNENSIS","6 Fons Sandwiksensis","Ranunculus","aquaticus",NA,"Fluvius"
"289","ULTUNENSIS","6 Fons Sandwiksensis","Hypnum","aduncum",NA,"Fluvius"
"290","ULTUNENSIS","6 Fons Sandwiksensis","TuffiIago","Farfara",NA,"Fluvius"
"291","ULTUNENSIS","6 Fons Sandwiksensis","Mnium","fontanum",NA,"Fluvius"
"292","ULTUNENSIS","6 Fons Sandwiksensis","Mnium","palustre",NA,"Fluvius"
"293","ULTUNENSIS","7 Ultuna","Stratiotes","Aloides",NA,"Rusticus"
"294","ULTUNENSIS","7 Ultuna","Hydrocharis","Morsus ranae",NA,"Rusticus"
"296","ULTUNENSIS","9 Liljeholmen","Asperula","tinctoria",NA,"Rusticus"
"297","ULTUNENSIS","9 Liljeholmen","Hypericum","hirsutum",NA,"Rusticus"
"298","ULTUNENSIS","9 Liljeholmen","Lobelia","Dortmanna",NA,"Rusticus"
"299","ULTUNENSIS","9 Liljeholmen","Sisymbrium","aquaticum",NA,"Rusticus"
"300","ULTUNENSIS","9 Liljeholmen","Phlalaris","arundinacea",NA,"Rusticus"
"301","ULTUNENSIS","9 Liljeholmen","Statice","Armeria",NA,"Rusticus"
"302","HAGENSIS","1Tecta Upsaliensia","Bromus","tectorum",NA,"Urbis"
"303","HAGENSIS","1Tecta Upsaliensia","Sedum","Telephium",NA,"Urbis"
"304","HAGENSIS","1Tecta Upsaliensia","Sedium","acre",NA,"Urbis"
"305","HAGENSIS","1Tecta Upsaliensia","Bryum","rurale",NA,"Urbis"
"306","HAGENSIS","1Tecta Upsaliensia","Sisymbrium","Sophia",NA,"Urbis"
"307","HAGENSIS","1Tecta Upsaliensia","Crepis","tectorum",NA,"Urbis"
"308","HAGENSIS","1Tecta Upsaliensia","Viola","bicolor",NA,"Urbis"
"309","HAGENSIS","2 Agri Upsalieness","Agrostis","Spica venti",NA,"Agros"
"310","HAGENSIS","2 Agri Upsalieness","Bromus","secalinus",NA,"Agros"
"311","HAGENSIS","2 Agri Upsalieness","Vicia","Cracca",NA,"Agros"
"312","HAGENSIS","2 Agri Upsalieness","Triticum","repens",NA,"Agros"
"313","HAGENSIS","2 Agri Upsalieness","Veronica","arvensis",NA,"Agros"
"314","HAGENSIS","2 Agri Upsalieness","Veronica","agrestis",NA,"Agros"
"315","HAGENSIS","2 Agri Upsalieness","Lycopsis","arvensis",NA,"Agros"
"316","HAGENSIS","2 Agri Upsalieness","Lithospermum","arvense",NA,"Agros"
"317","HAGENSIS","2 Agri Upsalieness","Spergula","arvensis",NA,"Agros"
"318","HAGENSIS","2 Agri Upsalieness","Sinapis","arvensis",NA,"Agros"
"319","HAGENSIS","2 Agri Upsalieness","Thlaspi","arvense",NA,"Agros"
"320","HAGENSIS","2 Agri Upsalieness","Thlaspi","Bursa pastoris",NA,"Agros"
"321","HAGENSIS","2 Agri Upsalieness","Erysimum","Cheiranthoides",NA,"Agros"
"322","HAGENSIS","2 Agri Upsalieness","Myagrum","sativum",NA,"Agros"
"323","HAGENSIS","2 Agri Upsalieness","Lamium","amplexicaule",NA,"Agros"
"324","HAGENSIS","2 Agri Upsalieness","Chenopodium","album",NA,"Agros"
"325","HAGENSIS","2 Agri Upsalieness","Conium","maculatum",NA,"Agros"
"326","HAGENSIS","2 Agri Upsalieness","Convolvulus","Polygonum",NA,"Agros"
"327","HAGENSIS","2 Agri Upsalieness","Convolvulus","arvensis",NA,"Agros"
"328","HAGENSIS","2 Agri Upsalieness","Polygonum","Persicaria",NA,"Agros"
"329","HAGENSIS","2 Agri Upsalieness","Polygonun","amphibium",NA,"Agros"
"330","HAGENSIS","2 Agri Upsalieness","Agrostema","Githago",NA,"Agros"
"331","HAGENSIS","2 Agri Upsalieness","Delphinium","Consolida",NA,"Agros"
"332","HAGENSIS","2 Agri Upsalieness","Fumaria","officinalis",NA,"Agros"
"333","HAGENSIS","2 Agri Upsalieness","Ervum","hirsutum",NA,"Agros"
"334","HAGENSIS","2 Agri Upsalieness","Anthemis","arvensis",NA,"Agros"
"335","HAGENSIS","2 Agri Upsalieness","Centaurea","Cyanus",NA,"Agros"
"336","HAGENSIS","2 Agri Upsalieness","Sonchus","arvensis",NA,"Agros"
"337","HAGENSIS","2 Agri Upsalieness","Serratula","arvensis",NA,"Agros"
"338","HAGENSIS","2 Agri Upsalieness","Carduus","crispus",NA,"Agros"
"339","HAGENSIS","2 Agri Upsalieness","Artemisia","vulgaris",NA,"Agros"
"340","HAGENSIS","3 Versurae Agrorum","Bromus","arvensis",NA,"Agros"
"341","HAGENSIS","3 Versurae Agrorum","Cynosurus","glomeratus",NA,"Agros"
"342","HAGENSIS","3 Versurae Agrorum","Lolium","perenne",NA,"Agros"
"343","HAGENSIS","3 Versurae Agrorum","Plantago","lanccolata",NA,"Agros"
"344","HAGENSIS","3 Versurae Agrorum","Tordylium","Anthriscus",NA,"Agros"
"345","HAGENSIS","3 Versurae Agrorum","Papaver","Rhoeas",NA,"Agros"
"346","HAGENSIS","3 Versurae Agrorum","Potentilla","repens",NA,"Agros"
"347","HAGENSIS","3 Versurae Agrorum","Thlaspi","campeftre",NA,"Agros"
"348","HAGENSIS","3 Versurae Agrorum","Achillea","Millefolium",NA,"Agros"
"349","HAGENSIS","3 Versurae Agrorum","Anchusa","officinalis",NA,"Agros"
"350","HAGENSIS","4 Saltus Rickombergensis","Aira","flexuosa",NA,"Silva"
"351","HAGENSIS","4 Saltus Rickombergensis","Nardus","stricta",NA,"Silva"
"352","HAGENSIS","4 Saltus Rickombergensis","Erica","vulgaris",NA,"Silva"
"353","HAGENSIS","4 Saltus Rickombergensis","Spergula","nodosa",NA,"Silva"
"354","HAGENSIS","4 Saltus Rickombergensis","Lichen","subulatus",NA,"Silva"
"355","HAGENSIS","4 Saltus Rickombergensis","Lichen","cornutus",NA,"Silva"
"356","HAGENSIS","5 Prataflogstadensia & Hagensia","Scirpus","palustris",NA,"Pratum"
"357","HAGENSIS","5 Prataflogstadensia & Hagensia","Arundo","phragmites",NA,"Pratum"
"358","HAGENSIS","5 Prataflogstadensia & Hagensia","Getiana","amarella",NA,"Pratum"
"359","HAGENSIS","5 Prataflogstadensia & Hagensia","Lotus","corniculata",NA,"Pratum"
"360","HAGENSIS","6 Rivulus","Cardamine","amara",NA,"Fluvius"
"361","HAGENSIS","6 Rivulus","Poramogeton","natans",NA,"Fluvius"
"362","HAGENSIS","6 Rivulus","Frontinalis","antipyretica",NA,"Fluvius"
"363","HAGENSIS","6 Rivulus","Tremella","verrucosa",NA,"Fluvius"
"364","HAGENSIS","7 Haga","Crataeus","Aira",NA,"Rusticus"
"365","HAGENSIS","7 Haga","Euphrasia","Odontites",NA,"Rusticus"
"366","HAGENSIS","7 Haga","Saxifraga","tridactyloides",NA,"Rusticus"
"367","HAGENSIS","7 Haga","Ophioglossum","vulgatum",NA,"Rusticus"
"369","DANENSIS","1 Pratum Regium","Veronica","Anagallis",NA,"Pratum"
"370","DANENSIS","1 Pratum Regium","Valeriana","officinalis",NA,"Pratum"
"371","DANENSIS","1 Pratum Regium","Scirpus","cespitosus",NA,"Pratum"
"372","DANENSIS","1 Pratum Regium","Scirpus","acicularis",NA,"Pratum"
"373","DANENSIS","1 Pratum Regium","Agrostis","rubra",NA,"Pratum"
"374","DANENSIS","1 Pratum Regium","Agrostis","stolonifera",NA,"Pratum"
"375","DANENSIS","1 Pratum Regium","Poa","annua",NA,"Pratum"
"376","DANENSIS","1 Pratum Regium","Poa","angustifolia",NA,"Pratum"
"377","DANENSIS","1 Pratum Regium","Glaux","maritima",NA,"Pratum"
"378","DANENSIS","1 Pratum Regium","Festuca","rubra",NA,"Pratum"
"379","DANENSIS","1 Pratum Regium","Parnassia","palustris",NA,"Pratum"
"380","DANENSIS","1 Pratum Regium","Fritillaria","Meleagris",NA,"Pratum"
"381","DANENSIS","1 Pratum Regium","Primula","farinosa",NA,"Pratum"
"382","DANENSIS","1 Pratum Regium","Juncus","bulbosus",NA,"Pratum"
"383","DANENSIS","1 Pratum Regium","Juncus","bufonius",NA,"Pratum"
"384","DANENSIS","1 Pratum Regium","Rumex","acutus",NA,"Pratum"
"385","DANENSIS","1 Pratum Regium","Triglochin","palustre",NA,"Pratum"
"386","DANENSIS","1 Pratum Regium","Triglochin","maritimum",NA,"Pratum"
"387","DANENSIS","1 Pratum Regium","Stellaria","graminea",NA,"Pratum"
"388","DANENSIS","1 Pratum Regium","Lychnis","Flos cuculi",NA,"Pratum"
"389","DANENSIS","1 Pratum Regium","Erysimum","Barbaraea",NA,"Pratum"
"390","DANENSIS","1 Pratum Regium","Carex","capillaris",NA,"Pratum"
"391","DANENSIS","1 Pratum Regium","Equisetum","arvense",NA,"Pratum"
"392","DANENSIS","2 Ripae","Festuca","fluitans",NA,"Fluvius"
"393","DANENSIS","2 Ripae","Iris","pseudAcorus",NA,"Fluvius"
"394","DANENSIS","2 Ripae","Phellandrium","aquaticum",NA,"Fluvius"
"395","DANENSIS","2 Ripae","Sium","latifolium",NA,"Fluvius"
"396","DANENSIS","2 Ripae","Lysimachia","vulgaris",NA,"Fluvius"
"397","DANENSIS","2 Ripae","Lythrum","Salicaria",NA,"Fluvius"
"398","DANENSIS","2 Ripae","Equisetum","fluviatile",NA,"Fluvius"
"399","DANENSIS","2 Ripae","Equisetum","palustre",NA,"Fluvius"
"400","DANENSIS","3 Fluvius","Scirpus","lacustris",NA,"Fluvius"
"401","DANENSIS","3 Fluvius","Potamogeton","perfoliatum",NA,"Fluvius"
"402","DANENSIS","3 Fluvius","Potamogeton","pusillum",NA,"Fluvius"
"403","DANENSIS","3 Fluvius","Nymphaea","lutea",NA,"Fluvius"
"404","DANENSIS","3 Fluvius","Butomus","umbellatus",NA,"Fluvius"
"405","DANENSIS","3 Fluvius","Sagittaria","sagittifolia",NA,"Fluvius"
"406","DANENSIS","3 Fluvius","Sperganium","erectum",NA,"Fluvius"
"407","DANENSIS","3 Fluvius","Conferva","reticulata",NA,"Fluvius"
"408","DANENSIS","3 Fluvius","Spongia","fluviatilis",NA,"Fluvius"
"409","DANENSIS","4 Templo Danemarkensi","Avena","fatua",NA,"Rusticus"
"410","DANENSIS","4 Templo Danemarkensi","Aegopodium","Podagria",NA,"Rusticus"
"411","DANENSIS","4 Templo Danemarkensi","Daucus","Carota",NA,"Rusticus"
"412","DANENSIS","5 Lucus Nantunensis","Cistus","Helianthemum",NA,"Rusticus"
"413","DANENSIS","5 Lucus Nantunensis","Melampyrum","nemorosum",NA,"Rusticus"
"414","DANENSIS","5 Lucus Nantunensis","Melampyrum","sylvaticum",NA,"Rusticus"
"415","DANENSIS","5 Lucus Nantunensis","Anthyllis","Vulneraria",NA,"Rusticus"
"416","DANENSIS","5 Lucus Nantunensis","Carex","hirta",NA,"Rusticus"
"417","DANENSIS","5 Lucus Nantunensis","Carex","muricata",NA,"Rusticus"
"418","ANTIQUAE UPSALIENSIS","1 SEPTA","Chenopodium","polyspermum",NA,"Urbis"
"419","ANTIQUAE UPSALIENSIS","1 SEPTA","Ethusa","Cynapium",NA,"Urbis"
"420","ANTIQUAE UPSALIENSIS","1 SEPTA","Euphorbia","helioscopia",NA,"Urbis"
"421","ANTIQUAE UPSALIENSIS","1 SEPTA","Euphorbia","Peplis",NA,"Urbis"
"422","ANTIQUAE UPSALIENSIS","1 SEPTA","Ranunculus","repens",NA,"Urbis"
"423","ANTIQUAE UPSALIENSIS","1 SEPTA","Erysimum","Irio",NA,"Urbis"
"424","ANTIQUAE UPSALIENSIS","1 SEPTA","Lamium","purpureum",NA,"Urbis"
"425","ANTIQUAE UPSALIENSIS","1 SEPTA","Bidens","tripartitus",NA,"Urbis"
"426","ANTIQUAE UPSALIENSIS","1 SEPTA","Sonchus","oleraceus laevisasper",NA,"Urbis"
"427","ANTIQUAE UPSALIENSIS","2 Pratumbarbyense","Serratula","tinctoria",NA,"Pratum"
"428","ANTIQUAE UPSALIENSIS","2 Pratumbarbyense","Epilobium","palustre",NA,"Pratum"
"429","ANTIQUAE UPSALIENSIS","3 Rupes","Bryum","pulvinatum",NA,"Rupes"
"430","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","olivaceus",NA,"Rupes"
"431","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","fragilis",NA,"Rupes"
"432","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","sangvinarius",NA,"Rupes"
"433","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","stygius",NA,"Rupes"
"434","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","lanatus",NA,"Rupes"
"435","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","atro-virens",NA,"Rupes"
"436","ANTIQUAE UPSALIENSIS","3 Rupes","Lichen","falumensis",NA,"Rupes"
"437","ANTIQUAE UPSALIENSIS","4 Tumuli Upsaliensis","Anemone","vernalis",NA,"Rusticus"
"438","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Veronica","scutellata",NA,"Rusticus"
"439","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Utricularia","vulgaris",NA,"Rusticus"
"440","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Utricularia","minor",NA,"Rusticus"
"441","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Eriophorum","alpinum",NA,"Rusticus"
"442","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Cicuta","virosa",NA,"Rusticus"
"443","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Selinum","palustre",NA,"Rusticus"
"444","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Drosera","longifolia",NA,"Rusticus"
"445","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Convallaria","bifolia",NA,"Rusticus"
"446","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Juncus","effusus",NA,"Rusticus"
"447","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Scheuchzeria","palustris",NA,"Rusticus"
"448","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Pedicularis","SceptCarolin",NA,"Rusticus"
"449","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carex","limosa",NA,"Rusticus"
"450","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carex","panicea",NA,"Rusticus"
"451","ANTIQUAE UPSALIENSIS","5 Wittulsbergensis","Carduus","palustris",NA,"Rusticus"
"452","WAXALENSIS","1 Via Upsaliensis","Solanum","Dulcamara",NA,"Urbis"
"453","WAXALENSIS","1 Via Upsaliensis","Polygonium","Hydropiper",NA,"Urbis"
"454","WAXALENSIS","1 Via Upsaliensis","Erysimum","officinale",NA,"Urbis"
"455","WAXALENSIS","1 Via Upsaliensis","Lepidium","ruderale",NA,"Urbis"
"456","WAXALENSIS","1 Via Upsaliensis","Antirrhinum","Linaria",NA,"Urbis"
"457","WAXALENSIS","1 Via Upsaliensis","Carduus","lanceolatus",NA,"Urbis"
"458","WAXALENSIS","2 Agri Waxalenses","Bromus","hordeaceus",NA,"Agros"
"459","WAXALENSIS","2 Agri Waxalenses","Athamanta","Libanotis",NA,"Agros"
"460","WAXALENSIS","2 Agri Waxalenses","Silene","nutans",NA,"Agros"
"461","WAXALENSIS","2 Agri Waxalenses","Tillea","aquatica",NA,"Agros"
"462","WAXALENSIS","2 Agri Waxalenses","Erysimum","Alliaria",NA,"Agros"
"463","WAXALENSIS","2 Agri Waxalenses","Hieracium","dibium",NA,"Agros"
"464","WAXALENSIS","2 Agri Waxalenses","Hieracium","Auricula",NA,"Agros"
"465","WAXALENSIS","2 Agri Waxalenses","Medicago","falcata",NA,"Agros"
"466","WAXALENSIS","2 Agri Waxalenses","Medicago","lupulina",NA,"Agros"
"467","WAXALENSIS","2 Agri Waxalenses","Trifolium","montanum",NA,"Agros"
"468","WAXALENSIS","2 Agri Waxalenses","Trifolium","arvense",NA,"Agros"
"469","WAXALENSIS","2 Agri Waxalenses","Onopordum","Acanthium",NA,"Agros"
"470","WAXALENSIS","2 Agri Waxalenses","Centaurea","Scabiosa",NA,"Agros"
"471","WAXALENSIS","3 Prata Ekensia & Fallensia","Scabiosam","Succisam",NA,"Pratum"
"472","WAXALENSIS","3 Prata Ekensia & Fallensia","Hypnum","alopecurum",NA,"Pratum"
"473","WAXALENSIS","4 Falla","Scabiosam","arvensem",NA,"Rusticus"
"474","WAXALENSIS","5 Tórnby","Buphtalmo","tinctorio",NA,"Rusticus"
"476","HUSBYENSIS","1 Luthagen","Ranunculus","sceleratus",NA,"Rusticus"
"477","HUSBYENSIS","1 Luthagen","Lathyrus","palustris",NA,"Rusticus"
"478","HUSBYENSIS","1 Luthagen","Vicia","sativa",NA,"Rusticus"
"479","HUSBYENSIS","1 Luthagen","Myosotis","palustris",NA,"Rusticus"
"480","HUSBYENSIS","1 Luthagen","Mentha","arvensis",NA,"Rusticus"
"481","HUSBYENSIS","1 Luthagen","Vicia","sepium",NA,"Rusticus"
"482","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Lycopus","europaeus",NA,"Fluvius"
"483","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Limosella","aquatica",NA,"Fluvius"
"484","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Jungermannia","pusilla",NA,"Fluvius"
"485","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Fascum","acaulon",NA,"Fluvius"
"486","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Ranunculus","reptans",NA,"Fluvius"
"487","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Elatine","Hydropiper",NA,"Fluvius"
"488","HUSBYENSIS","2 Ripa fluvii UPSALIENSIS","Riccia","crystallina",NA,"Fluvius"
"489","HUSBYENSIS","3 Pratum Saltpetterángen","Pedicularis","sylivatica",NA,"Pratum"
"490","HUSBYENSIS","3 Pratum Saltpetterángen","Orchis","latifolia",NA,"Pratum"
"491","HUSBYENSIS","3 Pratum Saltpetterángen","Montia","fontana",NA,"Pratum"
"492","HUSBYENSIS","4 Prata","Tanactum","vulgare",NA,"Pratum"
"493","HUSBYENSIS","4 Prata","Comarum","palustre",NA,"Pratum"
"494","HUSBYENSIS","5 Nemus Regium","Linnaeum","horcalem",NA,"Silva"
"495","HUSBYENSIS","5 Nemus Regium","Monotropam","Hypopithyn",NA,"Silva"
"497","HUSBYENSIS","7 Templi Borfensis","Ophrys","Monorchis",NA,"Rusticus"
"498","HUSBYENSIS","8 Praedium Kiattinge","Silenem","rupestrem",NA,"Pratum"
"499","HUSBYENSIS","9 Pratum Nyflense","Aster","salicinus",NA,"Pratum"
"500","HUSBYENSIS","10 Praedium Husby","Sedum","album",NA,"Pratum"
"501","HUSBYENSIS","10 Praedium Husby","Sedum","sexangulare",NA,"Pratum"
"502","HUSBYENSIS","10 Praedium Husby","Sedum","annuum",NA,"Pratum"
"503","HUSBYENSIS","10 Praedium Husby","Linum","catharticum",NA,"Pratum"
"504","HUSBYENSIS","10 Praedium Husby","Dianthus","deltoides",NA,"Pratum"
"505","HUSBYENSIS","10 Praedium Husby","Erigeron","acre",NA,"Pratum"
"506","HUSBYENSIS","10 Praedium Husby","Angelica","sylvestris",NA,"Pratum"
"507","HUSBYENSIS","10 Praedium Husby","Polygala","vulgaris",NA,"Pratum"
"508","JUMKILENSIS","1 Sylva Deserta","Arundo","calamogrostis",NA,"Silva"
"509","JUMKILENSIS","1 Sylva Deserta","Scirpus","sylvaticus",NA,"Silva"
"510","JUMKILENSIS","1 Sylva Deserta","Campanula","Cervicaria",NA,"Silva"
"511","JUMKILENSIS","1 Sylva Deserta","Calla","palustris",NA,"Silva"
"512","JUMKILENSIS","1 Sylva Deserta","Carduus","heterophyllus",NA,"Silva"
"513","JUMKILENSIS","1 Sylva Deserta","Hieracium","paludosum",NA,"Silva"
"514","JUMKILENSIS","1 Sylva Deserta","Gnaphalium","sylvaticum",NA,"Silva"
"515","JUMKILENSIS","1 Sylva Deserta","Ranunculus","Lingva",NA,"Silva"
"516","JUMKILENSIS","1 Sylva Deserta","Ranunculus","polyanthemus",NA,"Silva"
"517","JUMKILENSIS","1 Sylva Deserta","Rubus","caesius",NA,"Silva"
"518","JUMKILENSIS","1 Sylva Deserta","Equisetum","limosum",NA,"Silva"
"519","JUMKILENSIS","1 Sylva Deserta","Equisetum","sylvaticum",NA,"Silva"
"520","JUMKILENSIS","1 Sylva Deserta","Lycopodium","annotinum",NA,"Silva"
"521","JUMKILENSIS","2 Palus Jumkilensis","Schoenus","albus",NA,"Palus"
"522","JUMKILENSIS","2 Palus Jumkilensis","Hypnum","scorpioides",NA,"Palus"
"523","JUMKILENSIS","2 Palus Jumkilensis","Splachnum","ampullaceum",NA,"Palus"
"524","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Myosotis","Lappula",NA,"Urbis"
"525","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Chenopodium","urbicum",NA,"Urbis"
"526","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Chenopodium","Bonus henricus",NA,"Urbis"
"527","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Hyoscyamus","niger",NA,"Urbis"
"528","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Cynoglossum","officinale",NA,"Urbis"
"529","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Geranium","cicutarium",NA,"Urbis"
"530","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Malva","rotundifolia",NA,"Urbis"
"531","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Antirrhinum","minus",NA,"Urbis"
"532","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Leonurus","Cardiaca",NA,"Urbis"
"533","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Marubium","vulgare",NA,"Urbis"
"534","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Artemisia","Absinthium",NA,"Urbis"
"535","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Senecio","vulgaris",NA,"Urbis"
"536","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Anthemis","Cotula",NA,"Urbis"
"537","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Urtica","urens",NA,"Urbis"
"538","JUMKILENSIS","3 Plateae Urbis Upsaliensis","Urtica","dioica",NA,"Urbis"
